5001,-17.749999999999993,0
5738,-124.20000000000053,0
5935,-3.05,0
6544,-15.050000000000079,0
6707,-3.05,0
7274,-15.050000000000079,0
7458,-3.8499999999999996,0
8046,-15.050000000000079,0
8195,-3.8499999999999996,0
8315,-2.25,0
8438,-2.1499999999999995,0
8927,-15.90000000000006,0
9055,-3.75,0
9151,-3.05,0
9353,-3.3999999999999995,0
9605,-4.3,0
9821,-5.0,0
9939,-4.3,0
10056,-2.4499999999999997,0
10262,-3.5,0
10390,-5.1,0
10530,-4.3,0
10672,-3.2499999999999996,0
10852,-3.8,0
10984,-3.2499999999999996,0
11133,-2.5999999999999996,0
11243,-3.3999999999999995,0
11438,-1.8,0
11575,-5.1,0
11722,-5.0,0
11862,-3.5,0
11984,-4.8500000000000005,0
12128,-4.6,0
12272,-4.05,0
12492,-3.8,0
12607,-5.0,0
12743,-2.7,0
12862,-4.2,0
13010,-5.1,0
13140,-3.8,0
13276,-3.2499999999999996,0
13376,-2.4499999999999997,0
13493,-3.5,0
13636,-3.2499999999999996,0
13785,-1.8,0
13999,-4.3,0
14105,-3.5,0
14250,-3.5,0
14359,-3.5,0
14523,-4.3,0
14661,-2.5999999999999996,0
14802,-3.5,0
14949,-4.3,0
15075,-2.7,0
15275,-3.3999999999999995,0
15449,-3.3999999999999995,0
15606,-4.3,0
15788,-4.8500000000000005,0
15870,-2.5999999999999996,0
16007,-2.5999999999999996,0
16183,-5.1,0
16346,-2.5999999999999996,0
16482,-2.5999999999999996,0
16709,-4.3,0
16835,-3.5,0
17014,-4.3,0
17156,-4.05,0
17332,-5.65,0
17445,-3.3999999999999995,0
17579,-3.3999999999999995,0
17721,-4.2,0
17866,-1.8,0
17997,-4.3,0
18157,-5.1,0
18304,-5.4,0
18419,-2.5999999999999996,0
18569,-5.1,0
18723,-2.7,0
18885,-3.5,0
19020,-4.6,0
19124,-5.4,0
19248,-6.2,0
19373,-2.7,0
19511,-5.0,0
19620,-4.6,0
19745,-3.5,0
19896,-4.6,0
20108,-3.2499999999999996,0
20234,-3.5,0
20358,-5.1,0
20448,-2.4499999999999997,0
20601,-3.3999999999999995,0
20724,-6.2,0
20881,-3.5,0
21008,-3.2499999999999996,0
21130,-3.3999999999999995,0
21299,-3.5,0
21486,-3.05,0
21615,-3.8499999999999996,0
21736,-5.4,0
22311,-15.050000000000079,0
22406,-4.05,0
22551,-3.2499999999999996,0
22681,-4.25,0
23244,-15.050000000000079,0
23370,-3.6,0
23535,-2.85,0
23660,-2.8,0
23892,-3.3499999999999996,0
24413,-15.050000000000079,0
25006,-15.050000000000079,0
25554,-15.050000000000079,0
26073,-59.850000000000314,0
26749,-15.050000000000079,0
27473,-15.050000000000079,0
28081,-15.050000000000079,0
28601,-59.80000000000031,0
29223,-15.050000000000079,0
29904,-59.650000000000304,0
30501,-15.050000000000079,0
31083,-60.200000000000315,0
31821,-59.80000000000031,0
32468,-59.650000000000304,0
